Names,Prices
Pretzel Sticks Salt Crackers 80gm ,EGP7.50
Dates Ain Camel Quailt 12 BC ,EGP17.50
Sesame Quail dates 12 BC ,EGP12.95
FREYMAS SNACK BARBECUE FLAVOUR ,EGP9.75
FREYMAS SNACK ORIGINAL FLAVOUR ,EGP9.75
Hafsa brown sugar 500gm ,EGP29.95
Hafsa brown sugar 250gm ,EGP19.75
Imtenan Virgin Coconut Oil- 500 ml ,EGP287.95
FREYMAS SNACKS PAPRIKA 75G ,EGP22.75
Choice Flax Seed oil 250gm ,EGP39.50
classic pre.ch.flavor35/40g ,EGP3.25
classic pretzels s.salt35/40g ,EGP3.25
classic pretzels ket.fl.35/40g ,EGP3.25
classic pretzels BBQ fl35/40g ,EGP3.25
Classic Pretzel Salt 80/85gm ,EGP6.75
Classic Pretzel Cheese80/85gm ,EGP6.75
Classic Pretzel Ketchup80/85gm ,EGP6.75
Classic Pretzel BBQ80/85gm ,EGP6.75
Diamond brown sugar 100g ,EGP23.95
MAGICAL FLAVORS GUMMY BEARS ,EGP3.95
MAGICAL FLAVORS GUMMY BUTTER ,EGP3.95
MAGICAL FLAVORS GUMMY FRUIT 2 ,EGP3.95
Abu ouf mixed nuts 200g ,EGP94.75
MAGIC MO.BLUE BE.SYRUP SA.25G ,EGP2.50
Indomie Noodles Beef Flav.70g ,EGP4.50
Quality Syrian pulp 90 gm bag ,EGP13.95
Esnad B.B.Q seasoning 200 gm ,EGP41.75
Esnad Kabssa Rice Spices 200 ,EGP55.25
Shish Tawook Spices Esnad 100gm ,EGP27.95
Diamond Thyme 250g ,EGP26.95
IMTENAN Meat Spices 100 g ,EGP53.75
Abu Auf Raw Almonds 200 Gm ,EGP68.95
Diamond Corn Flour 50G ,EGP12.95
Bebeto Liquorice Black Currant Sour Sticks 35g ,EGP7.50
Magical Tossie Jelly Candy 20g ,EGP3.95
Al Asil Sunflower Oil 2.25 L ,EGP91.00
Hala Sunflower Oil 2.25 L ,EGP93.00
Hedeya Cooking&Frying Oil 700M ,EGP27.75
Squeezy Mashed Garlic Paste 250 g ,EGP20.95
Abu Aouf wheat flour wheat 350 grams ,EGP35.75
Al Asil Corn Oil 1.5L ,EGP73.25
Egy Garden Medium Couscous 1 kg ,EGP39.95
Diamond Brown Sugar 250g ,EGP16.25
Domty Sandwich Choc.W/Hazelnut ,EGP5.00
Hanady Mixed Oil 1L ,EGP35.95
Fun Day pop corn pizza 60gm ,EGP5.50
Fun Day pop corn cheese 60gm ,EGP5.50
Fun Day pop corn salt 60gm ,EGP5.50
Crystal Brownies Gluten Free 350gm ,EGP37.95
Chante Cream Gluten Free Crystal 200 ,EGP26.95
Nosh Nosh Salt and Vinegar Potatoes 56gm-50gm ,EGP6.00
Nosh Potatoes with Chili and Lemon 56gm-50gm ,EGP6.00
LAZEZ olive oil 250 ml ,EGP36.95
Choice Rose Water 250 ml ,EGP15.50
AlAsil Corn Oil 750 ML ,EGP39.75
Al Khair Pure Refined and Iodized Milled Table Salt - 700 grams ,EGP2.00
Nour Iodized Salt 200Gm ,EGP1.00
Hafsa brown sugar 100 bags ,EGP38.95
white sugar hafsa 100 bags ,EGP27.25
Angel Instant Dry Yeast 10 gm ,EGP1.75
Bebeto Jully Gum Hoopix 80g ,EGP20.95
Sesame Dates Caddy Box of 15 s ,EGP19.95
El-Haloub El-Methalia Ghee400G ,EGP82.95
TWIX 25 gr Multi Pck . 3+1 ,EGP14.95
Bounty 57g Multi Pck 3+1 ,EGP45.00
Clorets Cinnamint 10s ,EGP6.00
Red Velvet Mix A Class A 400gm ,EGP35.25
BASAK ONION SOUP 45 g ,EGP12.25
BASAK NOODLE GREEN LENTIL SOUP ,EGP12.25
Quailty salted peanuts 500 g ,EGP32.95
Nosh Potato Barbeque 65g -50g ,EGP6.00
Dry yeast gluten free crystal 8g ,EGP2.00
Flutes 2Finger 22.5g*(4+1) MP ,EGP19.75
Kofta Maggi mix 40g ,EGP4.75
Healthy Meal Gluten Free Flour 500gm ,EGP26.95
Magical Peru Jelly Candy 90gm ,EGP14.75
Jelly Doody Magic 90gm ,EGP14.75
Frutito Magic Jelly Candy 90gm ,EGP14.75
Magical Philly Jelly Candy 90gm ,EGP14.75
Indomie Noodle Beef 120Gr ,EGP6.00
Halls LIME 9s 12CA ,EGP5.00
Jelly Candy Berry Mertlo 130g (24 pcs) ,EGP39.95
HEALTHY MILL BUTTER CRUNCHY WA ,EGP24.50
HEALTHY MILL CHOCOLATE CRUNCHY ,EGP26.95
Healthy Meal Light Crunchy Waffle With Shea Gluten Free 150 ,EGP26.95
Onion Rings Crisps A Class A 60gm ,EGP8.25
Ponky Cheese Balls Puff Snacks - 60 gm ,EGP8.25
Sweet Pepper Snacks Class A 60gm ,EGP8.25
YAMAMA ORA.BLOSSOM WATER750M ,EGP76.75
Magical Jelly Cola 90gm ,EGP14.75
Bebeto pink and white 135 g ,EGP36.25
Bebeto marshmallow BBQ 275 g ,EGP48.95
MILKA WHOLENUT Hez 90GM ,EGP29.95
Candy Pop Fruit Lollipop 100 gm ,EGP19.95
Candy Pop Fruit Lollipop 32gm ,EGP9.95
Hafsa white sugar molds 500gm ,EGP25.95
Hafsa white sugar cubes 1 kg ,EGP41.50
Hafsa brown sugar cubes 500 gm ,EGP35.75
Brent lollipop shapes 40g ,EGP16.95
Mentos strawberry gum 8.5 g ,EGP6.75
Joker chips honey butter 160 g ,EGP49.95
Milka milk chocolate 100 g ,EGP29.95
GALAXY CHO Filled Bars 50g+1TW ,EGP42.00
Masa iodized salt 300 g ,EGP1.00
Class A Mix Cinnamon Rolls 500 gm ,EGP36.25
Magical Jelly Cheesecake 28 gm ,EGP7.50
Cotton Candy Mass Cotton Candy Cotton Candy 40 g 1 ,EGP18.95
Loji candy gift bag 12 pcs ,EGP34.95
Helw El Sham Right Chef Mix envelope ,EGP2.00
Rehana chickpeas 500 gm ,EGP24.50
Kent pancake powder 450 g ,EGP34.75
Kent Pancake Syrup Waffle 709 g ,EGP83.95
Al-Aseel Sunflower Oil 700 ml ,EGP32.75
Abu Auf Kernel Pumpkin Seeds Xtra- 450 Gram ,EGP120.95
Abu Ouf Smoked Almonds 300G ,EGP147.75
live green Pretzel 190 gm BBQ ,EGP13.50
live green Pretzels un salted ,EGP12.95
Fruitx fruit floating 1 kg ,EGP55.50
Moment strawberry syrup 180 gm ,EGP13.75
Class A couscous medium 400g ,EGP22.75
Class A couscous 1 kg ,EGP47.50
Hubla Cream Chantilly Spray 250 gm ,EGP49.95
Sweeten Low Brown Sugar Fingers 300 gm ,EGP58.75
Queens delight Lollipop 150g ,EGP33.50
Rainbow Mentos 29gm ,EGP6.75
Esnad Seven Spice Mix 200gm ,EGP38.95
Esnad Cajun seasoning mix 100gm ,EGP38.95
Egg noodles 454 g ,EGP92.95
FUNDAY fruits popcorn 60 gm ,EGP10.00
FUNDAY Caramel popcorn 60 gm ,EGP10.00
FUNDAY Chocolate popcorn 60 gm ,EGP10.00
Delmans Caramel Waffle 39 g ,EGP13.50
Helw El Sham Jelly 65 gm width + spoon ,EGP16.25
Starburst gum banana 14 grams ,EGP4.95
FUN DAY BO STIX COATED WHITE CHOCO/STRAWBERY FLAVOUR ,EGP7.00
FUN DAY SALTY BISCUIT STICKS 40GM ,EGP4.00
Scrunch cashew almond and pumpkin pulp 200 g  ,EGP119.95
Scrunch cashew almond and pumpkin pulp 40 g ,EGP23.95
Scrunch almond cashew and cranberry 40 g ,EGP23.95
Scrunch almond cashew and coconut 40 g ,EGP23.95
El Momtaz Cooking and Frying Oil - 1 ml ,EGP36.50
El Momtaz Cooking and Frying Oil - 700 ml ,EGP27.50
Cooks whipping cream 45 gm ,EGP6.95
Shahy - Black Eyed Peas - 500 gm ,EGP32.00
Dr.. Salt Low Sodium Salt 200gm ,EGP9.75
Pakmaya Instant dry yeast 450g ,EGP46.50
Knorr burger mix 30 gm ,EGP4.75
Dr. Oetker Vanilin With sugar 2g ,EGP1.00
Dr. Oetker Baking powder 16gm ,EGP2.00
Dr. Oetker WHIPPING CREAM 40gm ,EGP8.50
kent bodding with choc.piece 115gm ,EGP10.00
 kent bodding Vanila 83gm ,EGP10.00
kent bodding Banana 83gm ,EGP10.00
GALAXY choclate Milk 36gm ,EGP11.75
GALAXY choclate Hazelnut 36gm ,EGP11.75
GALAXY choclate Flutes 4Finger Choc45gm ,EGP10.00
daria sweet kernel corn 340gm ,EGP31.95
100 pure canola oil 1 liter ,EGP58.95
Sunflower oil 100 pure refined 1 liter ,EGP38.95
Bebeto Marshmallow Rainbow twist 135g ,EGP36.25
Greens bicarbonate sodium 100gm ,EGP12.50
Roshen Sweet Drop 150g ,EGP29.50
Roshen Korvika Milky sweets 205g ,EGP37.95
Funday Go Hazelnut&Strawberry 33g ,EGP11.75
Perilla spaghetti number 7 500 g ,EGP36.95
Werther's original chocolate flavoured sugar free 60GM ,EGP37.25
Werther's original cream candies sugar free 42GM ,EGP13.25
Bebeto peach rings gummy candy real fruit juice 60GM ,EGP20.95
Bebeto grape gummy candy real fruit juice 60GM ,EGP20.95
CALNORT FISH BOUILLON 80 Gm 8 cubes ,EGP13.75
CALNORT BEEF FLAVOUR BOUILLON 80 Gm 8 cubes ,EGP13.75
CALNORT LAMB FLAVOUR BOUILLON 80 Gm 8 cubes ,EGP13.75
CALNORT BEEF FLAVOUR BOUILLON 10 gm SACHET ,EGP1.50
CALNORT SHRIMP BOUILLON 10 Gm SACHET ,EGP1.50
CALNORT MARAVILLA SOUP 66 gm ,EGP14.95
CALNORT DEHYDRATED VEGETABLE SOUP 51 gm ,EGP14.95
CALNORT DEHYDRATED ASPARAGUS CREAM SOUP 66 gm ,EGP14.95
CALNORT DEHYDRATED JARDINERA SOUP 66 gm ,EGP14.95
CALNORT DEHYDRATED CHICKEN NOODLE SOUP 66 gm ,EGP14.95
CALNORT DEHYDRATED MUSHROOM CREAM SOUP 66 gm ,EGP14.95
Merci Great Variety 400g ,EGP219.50
Sunny oil 1.75 ltr ,EGP70.95
Noor Sunflower Oil 2.7 ltr ,EGP129.95
Hayat oil 970m ,EGP31.95
Clorets Original Egypt 10 pcs ,EGP6.00
Hala sunflower oil 5 liters ,EGP214.25
Dumati Sandwich Jabne Karima Roman Jumbo ,EGP5.00
Dumati Jumbo Chocolate Sandwich ,EGP5.00
ion dark classic 90g ,EGP38.50
Tic Tac Mint 21 ,EGP6.00
MAGICAL GUMMY RINGS 90G ,EGP14.75
Americana Beans Plain 400 g 3 Pcs ,EGP22.25
Dream Vanilla Orange 5 g ,EGP1.75
Oriental Sna.Chicken Ring 60g ,EGP34.95
NOSH POTATO W TUNISIAN 90-100G ,EGP12.00
RIDGE CRINKLED POTATO CREAM & DILL 47-54G ,EGP6.00
RIDGE CRINKLED POTATO HARISSA 47-54G ,EGP6.00
Dream Jelly Raspberry 70 gm ,EGP6.75
Dream Cream Caramel Chocolate 112gm ,EGP9.75
Dream jelly water melon 70 gm ,EGP6.95
Dream jelly apple 70 gm ,EGP6.95
Dream Jelly Pomegranate & Strawberry 85 gm ,EGP7.95
Dream Whipped Topping Family 200 gm ,EGP24.95
Dream Pudding Chocolate 100 gm ,EGP9.75
Dream Cooking Chocolate Dark 200 gm  ,EGP27.95
Italiano Pasta Oven 1kg ,EGP25.75
Italiano Marmaric Pasta 1kg ,EGP25.75
Italiano pasta rings 1kg ,EGP25.75
Italiano Noodles 1kg ,EGP25.75
long chips tomatoes flavor 75 gm ,EGP22.75
long chips chees& onion flavor 75 gm ,EGP22.75
long chips barbeceu& honey flavor 75 gm ,EGP22.75
long chips chees flavor 75 gm ,EGP22.75
long chips paprika flavor 75 gm ,EGP22.75
Lorenz PicPacs BBQ 110g ,EGP19.95
Corona Napiltan Dark chocolate 15pc ,EGP26.95
Corona Crispy Chocolate 35g ,EGP5.75
SchogettenchoclateHez&Milk100G ,EGP32.50
Schogetten White choclate 100g ,EGP32.50
lorenz Crunchips Paprika 100g ,EGP29.95
Kalamata olives extra jumbo 1K ,EGP131.95
Durra Tomato Ketchup(sweet)500 ,EGP19.95
Durra Tomato Ketc hotcyl500g ,EGP19.50
Durra Pizza sauce 375g ,EGP16.25
Heinz Tomato Paste - 370 gm ,EGP39.95
Heinz Tomato Ketchup 200Gr ,EGP14.75
Heinz Tomato Paste - 285 gm ,EGP19.75
Heinz Hot Ketchup 200g ,EGP14.95
Heinz chily Sauce 195 g ,EGP22.95
Heinz Hot Sauce 165 g ,EGP16.95
Heinz Vinegar 1 Liter 3 pcs ,EGP24.50
Heinz Mayonnaise180g ,EGP20.50
Heinz May&Chill Pack285 g ,EGP29.25
Heinz May&Gir Pack285 g ,EGP29.25
Mayonnaise 310 g ,EGP28.50
Imtenan apple cider vinegar 250gm ,EGP66.00
Crystal Veg Sam.Yel.But700g ,EGP35.75
Choice Pomegranate Molasses 350gm ,EGP35.95
Choice BBQ Sauce 320 ml ,EGP35.95
El Mizan Halawa Chocolate 350G ,EGP23.95
Wadi Food Apple Vinegar 500M ,EGP30.95
Magic Moments Caramel syrup640G ,EGP54.95
MAGIC MOMENTS NATURAL CHOCOLAT ,EGP16.25
MAGIC MOMENTS BLUE BERRY F.SYR ,EGP12.95
Harvest Tomato Paste 320G ,EGP8.95
Golden Mix Chee 700g ,EGP43.95
MAC Dressing Caesar Way 250 EGP ,EGP29.95
Dressing Ranch Salad 250g ,EGP29.95
Sweet life Hot Sauce 88mll ,EGP13.50
Sweet life Hot Sauce 176mll ,EGP21.95
Sweet Life Fruit Cocktail 550 g ,EGP60.50
Egy Gardens soy sauce light 250 ml ,EGP26.95
Jardino Ketchup 320 G ,EGP18.95
Jardino Tomato Sauce 380G ,EGP11.95
Jardino Ketchup Hot 320 G ,EGP18.95
Jardino Ketchup 500G ,EGP22.95
Giardino Barbecue Sauce - 220 Grams ,EGP18.50
Giardino Hot Ketchup 500 g ,EGP22.95
Durra Tomato Ketch sweet300g ,EGP16.50
Durra Tomato Ketchup hot300g ,EGP16.50
Zumra Sercha 450 gm ,EGP74.95
Zumra light soy sauce 150 ml ,EGP29.95
Zumra dark soy sauce 625 ml ,EGP67.95
Zumra dark soy sauce 150 ml ,EGP26.95
Banco bread 1kg ,EGP174.95
soy premium150 ml( zumra Brand) ,EGP84.95
ILOU coleslaw sauce 500 g ,EGP36.25
ILOU NY Burger sauce 500 g ,EGP35.50
ILOU B.B.Q Sauce 500 g ,EGP25.25
ILOU Garlic Sauce 500 g ,EGP26.95
Good French sweet chili 500 gm ,EGP31.50
Sweet Life Wings Hot Spice Buffalo 354 g ,EGP44.25
GOOD FRANCE ILOU Cheddar Sauce 250 gm ,EGP29.75
GOOD FRANCE ILOU Mayonnaise Sandwich 250 gm ,EGP14.25
GOOD FRANCE ILOU HOT KETCHUP 250 gm ,EGP12.75
YAMAMA GRENADINE MOLASES 750M ,EGP108.00
YAMAMA WHITE VINEGAR 1 LITER ,EGP23.50
YAMAMA APPLE VINEGAR 300ML ,EGP40.95
Durra Sweet Tomato Ketchup250g ,EGP11.95
Durra Classic Mustard 275g ,EGP12.95
Durra Barbeque sauce 290 GM ,EGP15.25
Durra Ketchup Squires 440g ,EGP21.95
Durra barbecue sauce squeeze 440 gm ,EGP23.75
Durra mustard squeeze 440 gm ,EGP23.50
Rana jallpino Hot Sauce 88 Ml ,EGP27.50
Rana Ketchup Reguler 340 Ml ,EGP18.75
Heinz Garlic Mayonnaise 225 m ,EGP48.95
Heinz Chili Mayonnaise 225 ml ,EGP48.95
Heinz Mayochup Mayonnaise 225 ,EGP58.75
Chines sweet Chili Sauce270ml ,EGP47.95
Chines sweet Chili Sauce700ml ,EGP104.95
Teriyaki sauce 1 liter ,EGP114.95
FoodPrint Light Soy Sauce 150 ml ,EGP24.95
FoodPrint Dark Soy Sauce 150 ml ,EGP24.95
FoodPrint Dark Soy Sauce Gluten Free 150 ml ,EGP34.95
white rice vinegar ,EGP26.95
White Vinegar American 472M ,EGP27.95
Cider Vinegar American 473M ,EGP32.75
Vision Red Apple Vinegar 500 ml ,EGP44.50
GRANORO PEELED TOMATOES 800G ,EGP46.00
GRANORO PASSATA DI POMODO690G ,EGP39.25
Sephora Mustard 385gm ,EGP94.95
Suree Oyster Sauce 150 ml ,EGP38.95
Suree Sweet & Sour Sauce 150 ml ,EGP54.95
Showa Sing Sweet Chili Sauce 600 ml ,EGP59.95
Sriracha chili sauce 200 ml ,EGP55.50
Sriracha hoisin sauce 200ml ,EGP52.95
Flying Goose Sriracha Chilli Sauce Spicy no MSG 200 ML ,EGP58.75
Zwan Lanchon Chicken 340g ,EGP74.95
Kelloggs chicken noodles 70 gm ,EGP3.00
masreya Pasta spaghetti 350g ,EGP7.75
masreya Pasta big rings 350gm ,EGP7.75
masreya Pasta penne 350gm ,EGP7.75
masreya Pasta rice 350g ,EGP7.75
masreya Pasta ribbon 350 gm ,EGP7.75
Al Doha Yellow Lentil 500Gr ,EGP31.95
Al Doha Cumin Shaker 220G ,EGP65.95
SONBOLAT EL FORAT WH.RICE F.1K ,EGP23.95
Wadi Food GRN Olive Sliced650G ,EGP30.75
Ahmed Tea Sheset for Kadi 40 ,EGP221.50
Haribo Golden Baren 24 x 175 Gm ,EGP59.95
Abo ouf peeled almond 250g ,EGP102.50
Pellantons soft dark brown sugar 1 kg ,EGP110.75
Al Doha Dry Lobia 500G ,EGP32.95
Nutella Spread Choco 350gm ,EGP57.95
Steens Raw Manuka Honey UMF 15+ ,"EGP1,059.95"
Al Doha Coriander 170Gr ,EGP33.95
Wadi Food Pepper Sliced 1KG ,EGP30.95
BC M&F Strawb cake mix 360 G ,EGP41.75
Nescafe Classic 200 gr ,EGP116.75
FOSTER CLARK BAKING POWDER 110 ,EGP11.75
Abo ouf peeled pistachio 100g ,EGP55.95
Afia Corn Oil 2.2 Liter ,EGP120.95
Pellantons soft dark brown sugar 500 gm ,EGP57.95
Al Doha White Beans 500 G ,EGP26.95
Steens Raw Manuka Honey UMF 5+ ,EGP419.95
Al Doha Pod Pepper 200Gr ,EGP49.95
Wadi Pepper Pickles 625g ,EGP25.75
Haribo Happy Cola 24 x 175 Gm ,EGP59.95
Abo ouf peeled walnut 200g ,EGP91.95
Lamar Apple Juice 200ML ,EGP6.75
Hero Strawberry Jam 340 gm ,EGP33.50
Al Doha Egyptian Beans 500G ,EGP24.95
"Alshifa Orange Blossom Honey , 500g ",EGP287.95
Al Doha Mixed Curry 220 G ,EGP59.95
Sonbolat Elforaat Yallowcorn1k ,EGP20.95
Wadi Food Kalamata Olive 1Kg ,EGP56.95
Nescafe Gold Decaffienat 100Gr ,EGP119.75
Ahmad tea peach 20 bag ,EGP33.50
Haribo Star Mix 24 x 175 Gm ,EGP59.95
Afia Corn Oil 1.6 L ,EGP87.95
Al Doha Crushed Beans 500Gr ,EGP27.50
"Alshifa Sidr Honey , 250g ",EGP360.95
Al Doha Spice Shaker 220G ,EGP94.95
Jewels Cream collection pouch 135g ,EGP59.95
Sonbolat Elforaat white corn1k ,EGP20.95
WADI FOOD KALAMATA OLIVES650Gm ,EGP47.95
BC M&F Dark Chocolate 360 G ,EGP41.75
Nescafe Classic 100 gr ,EGP62.75
Ahmad tea mango 25 bags ,EGP33.50
Cooks Baking Powder 16g ,EGP1.75
Power Horse Can - 250 ml ,EGP24.50
Rio Mare L/Tuna In Water 160G ,EGP74.95
Hero Light Black Cherry 200 gm ,EGP46.95
Al Doha Scraped Wheat 500Gr ,EGP20.95
Elshefa Clover Hony 500 Ml ,EGP94.95
Al Doha Bay Leaves 15 G ,EGP23.95
Jewels Nut collection pouch 140g ,EGP59.95
Sunbulat Al Furat oatmeal 400g ,EGP23.95
Puidor Pizza sauce fine Herbs ,EGP42.95
Dreem Muffin Vanillia 440 Gm ,EGP39.95
Sprite Zero300 ,EGP6.00
Power Horse Energy Drink 4Q 250mm ,EGP94.95
Rio Mare L.M.T.In S-O.160G E/O ,EGP59.95
Afia Corn Oil 800ml ,EGP46.95
Al Doha Cinnamon 125 G ,EGP64.95
Jewels Original collection pouch 135g ,EGP54.95
Sunbulat Al Furat semolina flour 1 kg ,EGP26.95
Al Tahya Basmati Rice 2 kg ,EGP134.95
Puidor Pasta sauce with Ricott ,EGP42.95
Dreem Muffin Chocolate 440Gm ,EGP39.95
Nescafe Gold Espresso Nestle 100g ,EGP113.95
"Rio Mare Salatuna Canned Tuna Meat In Mexican Recipe, 160g ",EGP69.95
Hero Fig Jam 340Gr ,EGP33.50
Alshifa Acacia Honey 500 g ,EGP196.95
Al Doha Oregano 80 G ,EGP30.95
Al-Tahhan choclate dates & Almond 100g ,EGP23.95
Heinz Biety Onionsalt/pep 290g ,EGP14.95
Dreem Chocolat Sponge Cake400G ,EGP29.95
NESCAFE Cappu.Vanilla18.5g ,EGP5.00
Ahmad tea strawberry 20 bag ,EGP33.50
Dreem Baking Powder 18G ,EGP1.95
Al Bawadi Halawa Hazelnut Chocolate Spread 315 gm ,EGP32.95
Al Doha Sugar Powdered 1Kg ,EGP23.50
Al Doha Chana dhal- spli 50 Gm ,EGP8.95
Al Doha Black Pepper Shak.70G ,EGP69.95
Abu Bent Golden Parboiled 1kg ,EGP53.50
Heinz Pasta Sause 365 g ,EGP24.95
Wadi Food GRN Table Olives 1Kg ,EGP34.95
Dream Fudge Cake Mix 440 g ,EGP49.95
Dreem Instant Yeast 12 Gm ,EGP1.75
EL BAWADI HALAWA 315GM SPREAD ,EGP29.95
Slite Corn Oil 750ML ,EGP38.75
Al Doha Chick Peas 500Gr ,EGP33.95
Elshefa Black forest Honey 500 ,EGP329.25
Al Doha Black Pepper70Gr ,EGP35.95
Five star flour for 1 kg cake ,EGP27.95
Wadi Natural G/Olive600Gr ,EGP25.95
Dream Brownies Cake 400 gm ,EGP29.95
Nescafe Cappuccino Caramel 17g ,EGP5.00
Ahmed Shay magic winter 20 wick ,EGP44.95
Pakmaya Instant Dry Yeast - 450 gm ,EGP42.95
Abo ouf pine 90g ,EGP206.95
Halwani STRWBY JAM 750G ,EGP32.75
Crystal Devotion oil 2.2 liters ,EGP102.75
Diamond Brown Sugar cube 1kg ,EGP43.95
Elshefa Clover Hony 250 Ml ,EGP49.50
Al Doha white Pepper Shaker70G ,EGP48.95
Five Stars Semolina 1K ,EGP28.75
Wadi Food GRN Pitted Olive650G ,EGP32.95
Dream Vanilla Cake 400G ,EGP18.95
Ahmad herbal blackberry tea 20 bags ,EGP44.95
Pakmaya Instant Dry Yeast ,EGP10.75
EL BAWADI HALAWA 315GM SPREAD CARAMEL ,EGP32.95
Vitrac Straw Jam 880Gr ,EGP31.95
Crystal Oil Abad 800g ,EGP40.50
Diamond Sugar cube 1kg ,EGP27.95
Elshefa ACIA Honey 250 GM ,EGP162.50
Al Doha Cumin 100Gr ,EGP25.95
Five Stars Pizza Flour 1K ,EGP24.95
Dreem Molten Cake 400 Gm ,EGP39.95
Nescafe 3in1 Stick 18GM ,EGP3.00
Ahmed iced lemon tea 20 boys ,EGP54.25
Abu ouf Roasted Cashews 300 G ,EGP226.95
Vitrac Strawberry Jam 430 gm ,EGP22.95
Afia Sunflower Oil 1.6 Liter ,EGP74.95
Diamond white sugar 100p ,EGP19.75
Alshifa Black Forest Honey 250 g ,EGP188.50
Five Stars all-purpose flour 1 kg ,EGP22.50
Pasta Zara Ditali Rigati No.38 ,EGP36.95
Al Doha Pod Pepper55Gr ,EGP17.95
Wadi Food Lemon 400g ,EGP23.75
Dreem Chocolate Cake 400G ,EGP18.95
Nesquik Powder 330g ,EGP53.50
Ahmed 20 peach iced tea. ,EGP54.25
Cooks Corn flour 60 g ,EGP2.50
Dasani Natural Water 18.90 L ,EGP51.50
Halwani Halawa Plain 275 G ,EGP21.95
Vitrac Apricot Jam 430 gm ,EGP22.95
Afia Sunflower Oil 800ml ,EGP39.50
Diamond Brown Sugar 500g ,EGP29.95
Alshifa Natural Honey 250 g ,EGP104.95
Al Doha crushed Ginger70G ,EGP30.95
Five Stars Pancake Mix 1Kg ,EGP31.95
Heinz Pizza Sauce 350Gr ,EGP25.95
Wadi Food Mixed Pickles 1Kg ,EGP27.95
Dreem Orange Cake 400G ,EGP18.95
Segafredo Classico coffee capsules 10 g 51 g ,EGP103.50
Ahmed iced lemon tea and 20 mints ,EGP54.25
Abu ouf Mixed Nuts 300 G ,EGP189.95
Dasani Natural Water 1.5 L ,EGP5.00
Halwani Halawa Plain 575 G ,EGP42.25
Vitrac jam Ceramey Straw380g ,EGP22.95
Diamond Brown Sugar 120 S  ,EGP37.95
Elshefa Natural Honey 500 gm ,EGP188.75
Al Doha Curry Shaker 70G ,EGP21.95
Ferrero Rocher T16 ,EGP109.95
Al Doha Flour 1K ,EGP19.25
Heinz Biety Salt/Pepper 290g ,EGP14.95
Wadi Mixed Pickles 650 g ,EGP19.25
Dreem Pancake 440 Gm ,EGP29.95
Yamani Coffe w.sp. light 200gm ,EGP57.95
Ahmed iced tea Mango and Lecchi 20 ,EGP42.95
Haribo Jelly Worms 200g ,EGP62.75
Abu ouf Roasted Cashews 175 G ,EGP132.50
Nestlé mineral water 19 liters ,EGP47.95
Vitrac jam Ceramey Apricot380g ,EGP22.95
Afia Sunflower Oil 2.2 Liter ,EGP102.95
Al Doha Cloves Shaker 40Gr ,EGP31.50
Al Doha Egyptian Rice 5K ,EGP95.95
Pasta Zara Bucattini No.7 500G ,EGP40.95
Wadi Food Black olives past300 ,EGP24.95
Dreem Vanilla Sponge Cake 500G ,EGP29.95
Nescafe GOLD 3IN1 21Gm ,EGP3.50
Ahmad green tea 100 g ,EGP23.95
Abu ouf Salted Pistachios 175 ,EGP96.50
Al-Bawadi Halawa 290G ,EGP27.95
Vitrac Fig Jam 880 gm ,EGP31.95
Slite Sunflower Oil 2.25 L ,EGP95.95
Al Doha Curcuma Shaker 70G ,EGP16.95
Wadi Food B olives paste/thym3 ,EGP24.95
Ahmad classic black tea 100 bags ,EGP59.95
Abu ouf Mixed Nuts 175 G ,EGP112.95
Rio Maretuna W/Salod Maize160G ,EGP69.95
Al-Bawadi Halawa Plain 145Gr ,EGP12.95
Slite Sun flower 750ML ,EGP33.95
al Shifa Citrus Bloom Honey - 400 gm ,EGP196.75
El -Doha Parboiled Rice 1K ,EGP37.95
Pasta Zara Spaghetti No.3 ,EGP45.95
Wadi Food Tomato Paste 320g ,EGP11.95
Wadi Food B olives paste/pepp3 ,EGP24.95
Ahmad tea berries grapes herbs 20 rolls ,EGP44.95
Abu ouf Salted Pistachios 300 ,EGP183.95
Sunshine Sardine Normal 125g ,EGP13.50
Al-Bawadi Halawa 610G ,EGP51.95
El Mizan Strawberry Jam 720 Gm. ,EGP24.25
Alshifa Honey Drops 84g ,EGP67.75
Al Doha Thyme Shaker 20Gr ,EGP15.95
Al Doha Jasmine Rice 1K ,EGP57.00
Wadi Food Tomato Paste 360g ,EGP10.95
FOSTER CLARK JELLY BANANA&STRW ,EGP8.00
Abo Auf coffee w/cardm200gm ,EGP60.95
Ahmed tea apple 20 bag ,EGP33.50
Cooks Corn flour 240 g ,EGP9.95
Abu ouf Roasted Almonds 300 G ,EGP151.95
California Garden Sardine in Sun Flower Oil 125 g ,EGP21.95
Dasani Natural Water 600Ml ,EGP3.00
Al-Bawadi Halawa W/Pistach280G ,EGP47.95
SARY Natural Honey 500 gm ,EGP121.25
Al Doha Cardamom Shaker 40Gr ,EGP69.95
Lindt milk Choco W/Raisin&Haze ,EGP91.50
Pasta Zara Tagliatelle No.13 ,EGP51.95
Dreem Cream Cramel 92G ,EGP8.95
Ahmad tea breakfast 100 bags 2 gm ,EGP69.95
Segafredo Intensive Coffee Capsules 8g 51g ,EGP103.50
Abu Auf Almonds gravel 250 g ,EGP22.95
California Gardens Whole Green Olives 335g ,EGP12.50
Rio Mare Tuna W/Sal.Beans160g ,EGP69.95
